,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
2627,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,27,1994,19,9,805,8.9,0.45,0.00,0.45,0.34,1,2,2,0
2628,Tiago Tomás,pt POR,"FW,MF",Stuttgart,de Bundesliga,20,2002,27,16,"1,291",14.3,0.21,0.21,0.42,0.21,0,0,2,0
2629,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,23,1998,21,6,663,7.4,0.00,0.14,0.14,0.00,0,0,2,0
2630,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33,1989,6,3,338,3.8,0.27,0.00,0.27,0.27,0,0,3,1
2631,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,24,1997,33,32,"2,760",30.7,0.03,0.03,0.07,0.03,0,0,5,0
2632,Sandro Tonali,it ITA,MF,Milan,it Serie A,22,2000,34,30,"2,713",30.1,0.07,0.23,0.30,0.07,0,0,7,0
2633,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,32,1990,1,0,19,0.2,0.00,0.00,0.00,0.00,0,0,0,1
2634,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,26,1996,33,33,"2,951",32.8,0.61,0.12,0.73,0.43,6,7,9,0
2635,Pablo Torre,es ESP,"FW,MF",Barcelona,es La Liga,19,2003,8,1,144,1.6,0.00,0.00,0.00,0.00,0,0,0,0
2636,David Torres,es ESP,DF,Valladolid,es La Liga,19,2003,7,2,385,4.3,0.00,0.00,0.00,0.00,0,0,1,0
2637,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,22,2000,33,14,"1,392",15.5,0.26,0.13,0.39,0.26,0,1,5,1
2638,Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,27,1994,32,27,"2,137",23.7,0.13,0.04,0.17,0.13,0,0,2,0
2639,Pau Torres,es ESP,DF,Villarreal,es La Liga,25,1997,34,34,"3,054",33.9,0.03,0.00,0.03,0.03,0,0,10,0
2640,Roberto Torres,es ESP,"FW,MF",Osasuna,es La Liga,33,1989,2,0,11,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2641,Lucas Torró,es ESP,MF,Osasuna,es La Liga,28,1994,33,31,"2,477",27.5,0.04,0.00,0.04,0.04,0,0,10,0
2642,Nabil Touaizi,ma MAR,MF,Espanyol,es La Liga,21,2001,1,0,3,0.0,0.00,0.00,0.00,0.00,0,0,0,0
2643,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,26,1996,7,5,398,4.4,0.00,0.23,0.23,0.00,0,0,1,0
2644,Birama Touré,ml MLI,MF,Auxerre,fr Ligue 1,30,1992,38,38,"3,400",37.8,0.05,0.00,0.05,0.05,0,1,3,0
2645,Mohamed Toure,au AUS,"FW,MF",Reims,fr Ligue 1,18,2004,3,0,23,0.3,0.00,0.00,0.00,0.00,0,0,0,0
2646,Souleymane Touré,fr FRA,DF,Marseille,fr Ligue 1,19,2003,5,0,68,0.8,0.00,0.00,0.00,0.00,0,0,1,0
2647,Souleymane Touré,fr FRA,DF,Auxerre,fr Ligue 1,19,2003,19,18,"1,588",17.6,0.06,0.00,0.06,0.06,0,0,5,1
2648,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,25,1997,33,33,"2,944",32.7,0.15,0.06,0.21,0.15,0,0,1,0
2649,Yoann Touzghar,tn TUN,FW,Ajaccio,fr Ligue 1,35,1986,11,5,447,5.0,0.00,0.00,0.00,0.00,0,0,0,1
2650,Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,26,1996,34,12,"1,496",16.6,0.12,0.06,0.18,0.12,0,0,2,0
2651,Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,eng Premier League,26,1995,8,1,233,2.6,0.77,0.00,0.77,0.77,0,0,1,0
2652,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,20,2001,10,4,411,4.6,0.00,0.22,0.22,0.00,0,0,2,0
2653,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,30,1992,12,6,482,5.4,0.00,0.00,0.00,0.00,0,0,2,0
2654,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,30,1992,31,28,"2,528",28.1,0.04,0.14,0.18,0.04,0,0,5,0
2655,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,32,1990,33,33,"2,970",33.0,0.00,0.00,0.00,0.00,0,0,3,0
2656,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,23,1999,12,11,"1,035",11.5,0.00,0.00,0.00,0.00,0,0,0,0
2657,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,es La Liga,34,1988,34,28,"2,145",23.8,0.13,0.17,0.29,0.08,1,2,9,0
2658,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,30,1991,23,8,828,9.2,0.00,0.11,0.11,0.00,0,0,2,1
2659,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,35,1987,25,20,"1,811",20.1,0.00,0.30,0.30,0.00,0,0,1,0
2660,Théo Trinker,fr FRA,MF,Nice,fr Ligue 1,21,2001,1,0,1,0.0,0.00,0.00,0.00,0.00,0,0,0,0
2661,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,31,1990,38,38,"3,341",37.1,0.03,0.19,0.22,0.03,0,0,5,0
2662,William Troost-Ekong,ng NGA,DF,Salernitana,it Serie A,28,1993,9,4,444,4.9,0.20,0.00,0.20,0.20,0,0,1,0
2663,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,27,1994,20,10,931,10.3,0.10,0.97,1.06,0.10,0,0,0,0
2664,Leandro Trossard,be BEL,"FW,MF",Brighton,eng Premier League,27,1994,16,16,"1,315",14.6,0.48,0.14,0.62,0.48,0,0,1,0
2665,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,20,2001,28,24,"1,954",21.7,0.00,0.28,0.28,0.00,0,0,1,0
2666,Frank Tsadjout,it ITA,FW,Cremonese,it Serie A,23,1999,20,14,"1,051",11.7,0.26,0.09,0.34,0.26,0,0,1,0
2667,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,26,1996,20,9,771,8.6,0.00,0.47,0.47,0.00,0,0,3,0
2668,Theocharis Tsingaras,gr GRE,MF,Toulouse,fr Ligue 1,21,2000,1,0,7,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2669,Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,24,1997,19,17,"1,489",16.5,0.18,0.36,0.54,0.18,0,0,0,0
2670,Alessandro Tuia,it ITA,DF,Lecce,it Serie A,32,1990,7,6,509,5.7,0.00,0.00,0.00,0.00,0,0,1,0
2671,Martin Turk,si SVN,GK,Sampdoria,it Serie A,18,2003,4,4,360,4.0,0.00,0.00,0.00,0.00,0,0,0,0
2672,Beñat Turrientes,es ESP,"MF,FW",Real Sociedad,es La Liga,20,2002,6,1,106,1.2,0.00,0.00,0.00,0.00,0,0,0,0
2673,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,23,1999,31,30,"2,718",30.2,0.07,0.03,0.10,0.07,0,0,8,0
2674,Destiny Udogie,it ITA,DF,Udinese,it Serie A,19,2002,33,31,"2,704",30.0,0.10,0.13,0.23,0.10,0,0,5,0
2675,Ike Ugbo,ca CAN,"FW,MF",Troyes,fr Ligue 1,23,1998,25,9,895,9.9,0.20,0.10,0.30,0.20,0,0,0,0
2676,Lesley Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,18,2004,26,14,"1,330",14.8,0.00,0.07,0.07,0.00,0,0,3,1
2677,Samir Ujkani,xk KVX,GK,Empoli,it Serie A,34,1988,1,0,7,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2678,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,33,1988,3,3,270,3.0,0.00,0.00,0.00,0.00,0,0,1,0
2679,Lauren Ulrich,de GER,MF,Stuttgart,de Bundesliga,17,2005,1,0,6,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2680,Samuel Umtiti,fr FRA,DF,Lecce,it Serie A,28,1993,25,24,"2,113",23.5,0.00,0.00,0.00,0.00,0,0,8,0
2681,Enes Ünal,tr TUR,FW,Getafe,es La Liga,25,1997,35,35,"2,970",33.0,0.42,0.09,0.52,0.27,5,6,6,0
2682,Deniz Undav,de GER,"FW,MF",Brighton,eng Premier League,26,1996,22,6,628,7.0,0.72,0.00,0.72,0.72,0,0,2,0
2683,Cengiz Ünder,tr TUR,"MF,DF",Marseille,fr Ligue 1,25,1997,37,28,"2,490",27.7,0.18,0.14,0.33,0.14,1,1,3,0
2684,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,23,1998,29,27,"2,348",26.1,0.00,0.04,0.04,0.00,0,0,6,1
2685,Filip Uremović,hr CRO,DF,Hertha BSC,de Bundesliga,25,1997,22,21,"1,726",19.2,0.00,0.00,0.00,0.00,0,0,8,1
2686,Oscar Ureña,es ESP,MF,Girona,es La Liga,19,2003,3,1,100,1.1,0.00,0.00,0.00,0.00,0,0,0,0
2687,Jere Uronen,fi FIN,DF,Brest,fr Ligue 1,28,1994,6,3,300,3.3,0.00,0.30,0.30,0.00,0,0,0,0
2688,Jere Uronen,fi FIN,DF,Schalke 04,de Bundesliga,28,1994,11,9,676,7.5,0.00,0.00,0.00,0.00,0,0,2,0
2689,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,30,1991,3,0,46,0.5,0.00,0.00,0.00,0.00,0,0,2,0
2690,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,21,2000,23,16,"1,479",16.4,0.12,0.12,0.24,0.12,0,0,3,1
2691,Diego Valencia,cl CHI,"MF,FW",Salernitana,it Serie A,22,2000,12,0,231,2.6,0.00,0.00,0.00,0.00,0,0,1,0
2692,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,27,1994,34,29,"2,555",28.4,0.00,0.00,0.00,0.00,0,0,11,0
2693,Emanuele Valeri,it ITA,DF,Cremonese,it Serie A,23,1998,37,31,"2,785",30.9,0.06,0.10,0.16,0.06,0,0,3,0
2694,Yan Valery,tn TUN,DF,Southampton,eng Premier League,23,1999,1,1,45,0.5,0.00,0.00,0.00,0.00,0,0,0,0
2695,Yan Valery,tn TUN,DF,Angers,fr Ligue 1,23,1999,30,30,"2,497",27.7,0.00,0.00,0.00,0.00,0,0,3,0
2696,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,26,1995,30,30,"2,656",29.5,0.00,0.00,0.00,0.00,0,0,8,0
2697,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,25,1997,1,0,22,0.2,0.00,0.00,0.00,0.00,0,0,0,0
2698,Manu Vallejo,es ESP,"FW,MF",Girona,es La Liga,25,1997,7,2,206,2.3,0.00,0.44,0.44,0.00,0,0,0,0
2699,Mattia Valoti,it ITA,"MF,FW",Monza,it Serie A,28,1993,16,4,453,5.0,0.00,0.00,0.00,0.00,0,0,1,0
2700,Federico Valverde,uy URU,"MF,FW",Real Madrid,es La Liga,24,1998,34,29,"2,502",27.8,0.25,0.14,0.40,0.25,0,0,2,0
2701,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,31,1991,32,32,"2,835",31.5,0.10,0.03,0.13,0.10,0,0,3,0
2702,Vanderson,br BRA,"DF,MF",Monaco,fr Ligue 1,21,2001,31,24,"2,214",24.6,0.04,0.16,0.20,0.04,0,0,4,1
2703,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,29,1993,24,22,"1,911",21.2,0.00,0.00,0.00,0.00,0,0,1,0
2704,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,35,1987,37,19,"1,857",20.6,0.15,0.19,0.34,0.15,0,1,1,0
2705,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,23,1998,23,13,"1,130",12.6,0.24,0.32,0.56,0.24,0,0,4,0
2706,Johan Vásquez,mx MEX,DF,Cremonese,it Serie A,23,1998,25,19,"1,813",20.1,0.05,0.00,0.05,0.05,0,0,7,0
2707,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,19,2003,10,3,310,3.4,0.00,0.00,0.00,0.00,0,0,1,0
2708,Kevin Vázquez,es ESP,"DF,MF",Celta Vigo,es La Liga,29,1993,10,6,441,4.9,0.00,0.00,0.00,0.00,0,0,2,0
2709,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,31,1991,23,12,"1,144",12.7,0.31,0.08,0.39,0.31,0,0,2,0
2710,Matías Vecino,uy URU,MF,Lazio,it Serie A,30,1991,32,17,"1,691",18.8,0.11,0.00,0.11,0.11,0,0,6,0
2711,Gabriel Veiga,es ESP,MF,Celta Vigo,es La Liga,20,2002,36,28,"2,294",25.5,0.43,0.16,0.59,0.43,0,0,6,1
2712,Renato Veiga,pt POR,DF,Augsburg,de Bundesliga,19,2003,13,7,639,7.1,0.00,0.00,0.00,0.00,0,0,3,0
2713,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,26,1995,29,25,"2,266",25.2,0.04,0.08,0.12,0.04,0,0,2,0
2714,Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,36,1986,22,14,"1,163",12.9,0.00,0.00,0.00,0.00,0,0,6,0
2715,Joël Veltman,nl NED,DF,Brighton,eng Premier League,30,1992,31,25,"2,188",24.3,0.04,0.04,0.08,0.04,0,0,6,0
2716,Micky van de Ven,nl NED,DF,Wolfsburg,de Bundesliga,21,2001,33,33,"2,970",33.0,0.03,0.03,0.06,0.03,0,0,5,0
2717,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,21,2000,10,0,193,2.1,0.00,0.00,0.00,0.00,0,0,2,0
2718,Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,27,1995,17,9,924,10.3,0.00,0.10,0.10,0.00,0,0,2,0
2719,Daniele Verde,it ITA,"FW,MF",Spezia,it Serie A,26,1996,25,11,998,11.1,0.27,0.00,0.27,0.18,1,1,1,0
2720,Simone Verdi,it ITA,"MF,FW",Hellas Verona,it Serie A,30,1992,24,12,"1,096",12.2,0.41,0.00,0.41,0.33,1,1,3,0
2721,Gonzalo Verdú,es ESP,DF,Elche,es La Liga,33,1988,16,9,703,7.8,0.13,0.00,0.13,0.13,0,0,1,2
2722,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,29,1993,38,31,"2,863",31.8,0.13,0.09,0.22,0.09,1,1,4,0
2723,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,29,1992,29,27,"2,194",24.4,0.00,0.00,0.00,0.00,0,0,10,1
2724,Valerio Verre,it ITA,MF,Sampdoria,it Serie A,28,1994,18,6,677,7.5,0.00,0.00,0.00,0.00,0,0,5,0
2725,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,29,1993,36,28,"2,575",28.6,0.10,0.10,0.21,0.03,2,3,5,0
2726,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,25,1996,31,31,"2,783",30.9,0.00,0.00,0.00,0.00,0,0,3,0
2727,João Victor,br BRA,DF,Nantes,fr Ligue 1,24,1998,13,9,842,9.4,0.00,0.11,0.11,0.00,0,0,5,0
2728,Aleix Vidal,es ESP,"MF,FW",Espanyol,es La Liga,32,1989,25,10,"1,025",11.4,0.00,0.26,0.26,0.00,0,0,10,1
2729,Clément Vidal,fr FRA,"DF,MF",Ajaccio,fr Ligue 1,22,2000,26,21,"1,901",21.1,0.05,0.00,0.05,0.05,0,0,5,1
2730,Nacho Vidal,es ESP,DF,Osasuna,es La Liga,27,1995,20,15,"1,247",13.9,0.00,0.00,0.00,0.00,0,0,4,0
2731,Gabriel Vidovic,hr CRO,FW,Bayern Munich,de Bundesliga,18,2003,1,0,19,0.2,0.00,4.74,4.74,0.00,0,0,0,0
2732,Fabio Vieira,pt POR,"MF,FW",Arsenal,eng Premier League,22,2000,22,3,514,5.7,0.18,0.35,0.53,0.18,0,0,0,0
2733,Ronaldo Vieira,gw GNB,MF,Torino,it Serie A,24,1998,2,0,16,0.2,0.00,0.00,0.00,0.00,0,0,0,0
2734,Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,24,1998,16,8,815,9.1,0.00,0.00,0.00,0.00,0,0,3,0
2735,Emanuel Vignato,it ITA,"MF,FW",Bologna,it Serie A,21,2000,8,2,242,2.7,0.00,0.37,0.37,0.00,0,0,1,0
2736,Emanuel Vignato,it ITA,"MF,FW",Empoli,it Serie A,21,2000,5,0,57,0.6,1.58,0.00,1.58,1.58,0,0,0,0
2737,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,18,2004,5,0,62,0.7,0.00,1.45,1.45,0.00,0,0,0,0
2738,Tonny Vilhena,nl NED,MF,Salernitana,it Serie A,27,1995,33,27,"2,265",25.2,0.16,0.04,0.20,0.16,0,0,5,0
2739,Toni Villa,es ESP,MF,Valladolid,es La Liga,27,1995,2,1,91,1.0,0.00,0.00,0.00,0.00,0,0,0,0
2740,Toni Villa,es ESP,"MF,FW",Girona,es La Liga,27,1995,24,12,895,9.9,0.10,0.30,0.40,0.10,0,0,2,0
2741,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,24,1997,5,1,97,1.1,0.00,0.00,0.00,0.00,0,0,0,0
2742,Gonzalo Villar,es ESP,MF,Sampdoria,it Serie A,24,1998,15,8,696,7.7,0.00,0.00,0.00,0.00,0,0,2,0
2743,Gonzalo Villar,es ESP,MF,Getafe,es La Liga,24,1998,16,3,457,5.1,0.00,0.00,0.00,0.00,0,0,5,0
2744,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,25,1997,19,19,"1,710",19.0,0.00,0.00,0.00,0.00,0,0,0,0
2745,Matías Viña,uy URU,DF,Bournemouth,eng Premier League,24,1997,12,5,458,5.1,0.39,0.00,0.39,0.39,0,0,1,0
2746,Matías Viña,uy URU,DF,Roma,it Serie A,24,1997,3,1,55,0.6,0.00,0.00,0.00,0.00,0,0,0,0
2747,Rúben Vinagre,pt POR,"DF,MF",Everton,eng Premier League,23,1999,2,0,26,0.3,0.00,0.00,0.00,0.00,0,0,0,0
2748,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,27,1995,28,11,"1,109",12.3,0.41,0.16,0.57,0.41,0,0,3,0
2749,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,19,2003,15,1,258,2.9,0.35,0.00,0.35,0.35,0,0,1,0
2750,Mattia Viti,it ITA,DF,Nice,fr Ligue 1,20,2002,9,7,634,7.0,0.14,0.00,0.14,0.14,0,0,0,0
2751,Vitinha,pt POR,FW,Marseille,fr Ligue 1,22,2000,14,5,464,5.2,0.39,0.00,0.39,0.39,0,0,0,0
2752,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,22,2000,36,29,"2,446",27.2,0.07,0.11,0.18,0.07,0,0,3,0
2753,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,23,1999,29,26,"2,376",26.4,0.04,0.00,0.04,0.04,0,0,7,1
2754,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,22,2000,27,22,"1,925",21.4,0.47,0.09,0.56,0.37,2,3,1,0
2755,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,24,1997,34,29,"2,728",30.3,0.16,0.20,0.36,0.16,0,0,1,0
2756,Joel Voelkerling Persson,se SWE,"FW,MF",Lecce,it Serie A,19,2003,9,0,99,1.1,0.00,0.00,0.00,0.00,0,0,0,0
2757,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,30,1991,22,22,"1,775",19.7,0.00,0.00,0.00,0.00,0,0,8,0
2758,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,27,1995,29,18,"1,719",19.1,0.00,0.26,0.26,0.00,0,0,3,0
2759,Kevin Volland,de GER,"FW,MF",Monaco,fr Ligue 1,30,1992,17,7,639,7.1,0.42,0.28,0.70,0.42,0,0,1,0
2760,Cristian Volpato,it ITA,MF,Roma,it Serie A,18,2003,7,2,227,2.5,0.40,0.40,0.79,0.40,0,0,0,0
2761,Lukáš Vorlický,cz CZE,"MF,FW",Atalanta,it Serie A,20,2002,3,0,24,0.3,0.00,0.00,0.00,0.00,0,0,0,0
2762,Aster Vranckx,be BEL,MF,Milan,it Serie A,19,2002,9,2,240,2.7,0.00,0.00,0.00,0.00,0,0,1,0
2763,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,19,2002,1,0,8,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2764,Stefan de Vrij,nl NED,DF,Inter,it Serie A,30,1992,27,22,"1,945",21.6,0.05,0.00,0.05,0.05,0,0,4,0
2765,Robert Wagner,de GER,MF,Freiburg,de Bundesliga,19,2003,4,0,38,0.4,0.00,0.00,0.00,0.00,0,0,1,0
2766,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,19,2003,33,29,"2,513",27.9,0.68,0.18,0.86,0.64,1,1,8,1
2767,Walace,br BRA,MF,Udinese,it Serie A,27,1995,37,37,"3,190",35.4,0.00,0.03,0.03,0.00,0,0,6,0
2768,Theo Walcott,eng ENG,"FW,MF",Southampton,eng Premier League,33,1989,20,13,"1,129",12.5,0.16,0.16,0.32,0.16,0,0,1,0
2769,Luca Waldschmidt,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1996,18,4,523,5.8,0.69,0.00,0.69,0.52,1,1,0,0
2770,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,32,1990,27,22,"1,958",21.8,0.00,0.00,0.00,0.00,0,0,3,0
2771,Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,25,1997,31,30,"2,650",29.4,0.03,0.00,0.03,0.03,0,0,4,0
2772,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,22,2000,11,6,603,6.7,0.00,0.00,0.00,0.00,0,0,0,0
2773,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,24,1997,19,16,"1,435",15.9,0.00,0.00,0.00,0.00,0,0,2,0
2774,Paul Wanner,de GER,MF,Bayern Munich,de Bundesliga,16,2005,2,0,25,0.3,0.00,0.00,0.00,0.00,0,0,1,0
2775,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,29,1993,26,26,"2,340",26.0,0.00,0.00,0.00,0.00,0,0,0,0
2776,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,28,24,"2,256",25.1,0.04,0.00,0.04,0.04,0,0,6,0
2777,James Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,27,1994,38,38,"3,371",37.5,0.24,0.11,0.35,0.19,2,4,6,0
2778,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,26,1995,37,36,"3,127",34.7,0.43,0.17,0.60,0.40,1,2,4,0
2779,Timothy Weah,us USA,"DF,FW",Lille,fr Ligue 1,22,2000,29,18,"1,748",19.4,0.00,0.10,0.10,0.00,0,0,2,0
2780,Adam Webster,eng ENG,DF,Brighton,eng Premier League,27,1995,27,23,"1,985",22.1,0.00,0.00,0.00,0.00,0,0,2,0
2781,Wout Weghorst,nl NED,"FW,MF",Manchester Utd,eng Premier League,29,1992,17,10,797,8.9,0.00,0.11,0.11,0.00,0,0,1,0
2782,Julian Weigl,de GER,MF,M'Gladbach,de Bundesliga,26,1995,23,21,"1,894",21.0,0.05,0.00,0.05,0.00,1,1,6,0
2783,Nelson Weiper,de GER,"FW,DF",Mainz 05,de Bundesliga,17,2005,9,0,99,1.1,1.82,0.00,1.82,1.82,0,0,0,0
2784,Mitchell Weiser,de GER,"DF,FW",Werder Bremen,de Bundesliga,28,1994,30,29,"2,516",28.0,0.07,0.32,0.39,0.07,0,0,7,0
2785,Noah Weißhaupt,de GER,"MF,DF",Freiburg,de Bundesliga,20,2001,18,3,427,4.7,0.00,0.21,0.21,0.00,0,0,0,0
2786,Shon Weissman,il ISR,FW,Valladolid,es La Liga,26,1996,15,6,747,8.3,0.12,0.00,0.12,0.12,0,0,1,0
2787,Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,31,1990,31,21,"1,854",20.6,0.29,0.15,0.44,0.29,0,0,0,0
2788,Marcel Wenig,de GER,MF,Eint Frankfurt,de Bundesliga,18,2004,1,0,4,0.0,0.00,0.00,0.00,0.00,0,0,0,0
2789,Axel Werner,ar ARG,GK,Elche,es La Liga,26,1996,2,2,180,2.0,0.00,0.00,0.00,0.00,0,0,0,0
2790,Timo Werner,de GER,"FW,MF",RB Leipzig,de Bundesliga,26,1996,27,23,"1,937",21.5,0.42,0.14,0.56,0.42,0,0,2,0
2791,Ben White,eng ENG,DF,Arsenal,eng Premier League,24,1997,38,36,"3,055",33.9,0.06,0.15,0.21,0.06,0,0,5,0
2792,Harvey White,eng ENG,MF,Tottenham,eng Premier League,20,2001,1,0,5,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2793,Joseph Whitworth,eng ENG,GK,Crystal Palace,eng Premier League,18,2004,2,2,180,2.0,0.00,0.00,0.00,0.00,0,0,0,0
2794,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,29,1993,26,19,"1,688",18.8,0.11,0.11,0.21,0.11,0,0,0,0
2795,Mateusz Wieteska,pl POL,DF,Clermont Foot,fr Ligue 1,25,1997,35,35,"3,117",34.6,0.00,0.03,0.03,0.00,0,0,7,1
2796,Georginio Wijnaldum,nl NED,MF,Roma,it Serie A,31,1990,14,10,769,8.5,0.23,0.00,0.23,0.23,0,0,0,0
2797,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,28,1994,36,34,"2,836",31.5,0.32,0.10,0.41,0.29,1,2,2,0
2798,Neco Williams,wls WAL,DF,Nott'ham Forest,eng Premier League,21,2001,31,20,"1,882",20.9,0.05,0.00,0.05,0.05,0,0,7,0
2799,Nico Williams,es ESP,FW,Athletic Club,es La Liga,20,2002,36,32,"2,656",29.5,0.20,0.14,0.34,0.20,0,0,3,0
2800,Willian,br BRA,FW,Fulham,eng Premier League,33,1988,27,25,"2,126",23.6,0.21,0.21,0.42,0.21,0,0,2,0
2801,Joe Willock,eng ENG,MF,Newcastle Utd,eng Premier League,22,1999,35,31,"2,558",28.4,0.11,0.21,0.32,0.11,0,0,1,0
2802,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,30,1992,31,21,"1,877",20.9,0.86,0.24,1.10,0.72,3,3,4,0
2803,Harry Wilson,wls WAL,FW,Fulham,eng Premier League,25,1997,29,13,"1,100",12.2,0.16,0.25,0.41,0.16,0,0,1,0
2804,Patrick Wimmer,at AUT,"FW,MF",Wolfsburg,de Bundesliga,21,2001,26,23,"1,648",18.3,0.22,0.44,0.66,0.22,0,0,7,0
2805,Jonas Wind,dk DEN,FW,Wolfsburg,de Bundesliga,23,1999,24,15,"1,291",14.3,0.42,0.00,0.42,0.42,0,1,1,0
2806,Harry Winks,eng ENG,MF,Sampdoria,it Serie A,26,1996,20,19,"1,716",19.1,0.00,0.00,0.00,0.00,0,0,2,0
2807,Frederik Winther,dk DEN,DF,Augsburg,de Bundesliga,21,2001,1,1,90,1.0,0.00,1.00,1.00,0.00,0,0,0,0
2808,Florian Wirtz,de GER,"FW,MF",Leverkusen,de Bundesliga,19,2003,17,11,"1,090",12.1,0.08,0.50,0.58,0.08,0,0,4,0
2809,Przemysław Wiśniewski,pl POL,DF,Spezia,it Serie A,24,1998,14,11,"1,003",11.1,0.09,0.00,0.09,0.09,0,0,3,0
2810,Yoane Wissa,cd COD,FW,Brentford,eng Premier League,25,1996,38,16,"1,606",17.8,0.39,0.17,0.56,0.39,0,0,3,0
2811,Axel Witsel,be BEL,"DF,MF",Atlético Madrid,es La Liga,33,1989,33,25,"2,258",25.1,0.00,0.00,0.00,0.00,0,0,2,1
